tweet,processed_text,class
RT @LiberalPhenom: Who on GZ's defense team is paying media to trash the prosecution constantly? @ThomasARoberts,gzs defense team pay media trash prosecution constant,2
RT @Liberienne: Iggy's sextape is prolly gon' be trash. The nigga she made it with is ugly.,iggy sextape prol gon trash nigga made ug,1
RT @Libra_DTF: &#8220;@RebukedSagacity: That's her fault for not asking before she sent her number tho &#128554; http://t.co/2JVeTNqNAa&#8221; dumb bitch,that fault ask sent number tho dumb bitch,1
"RT @Libra_DTF: &#8220;@baeElectronica: bitch, bye &#128514; RT @WeAre_XCI: Dawg look at this shit http://t.co/qvqFtO6vUt&#8221; &#128514;&#128514;&#128514;&#128557;&#9996;&#65039;",bitch bye dawg look shit,1
"RT @LickMeGently: Big booty = sour face ,no hair ,or she a hoe.",big booty sour face hair hoe,1
RT @Liddo_Shorty10: I can't fuck with sentimental bitches.,cant fuck sentimental bitche,1
"RT @LifeAsABabe: be a girl with a mind, a princess with class, &amp; a bitch that doesn't give a fuck. &#128081;&#9996;&#128139;",girl mind princes clas bitch doesnt give fuck,1
"RT @LifeAsBros: ""Don't be a bitch dude"" - easiest way to get your bro to do something.",dont bitch dude easiest way get bro someth,1
"RT @LifeAsBros: *Girls* Hey beautiful!! (Friendship lasts 2 months)

*Bros* Sup pussy? (Friendship lasts forever)",girl hey beautiful friendship last month bro sup pussy friendship last forever,1
RT @LifeAsKing: Lawd!!! Twitter will humble the fuck out of a hoe so quick,lawd twitter humble fuck hoe quick,1
RT @LifeAsKing: New Orleans is still trash,new orlean still trash,2
RT @LifeAs_Meghan: I only wear weave because I like it !! A bitch got hair &#128514;&#128129;,wear weave like bitch got hair,1
"RT @LifeFlightGirl: When someone is murdered, the police investigate the spouse first. 

And that tells you everything you need to know abo&#8230;",someone murder police investigate spouse first tell everyth ne know abo,2
RT @LifeNewsHQ: BREAKING: Florida Pro-Life Gov. Rick Scott Defeats Pro-Abortion Challenger Charlie Crist http://t.co/GpR1hQlEN2 #tcot http:&#8230;,break florida prolife gov rick scott defeat proabortion challenger charlie crist tcot,2
RT @LiiilBxrde: Plot twist: it takes a lot to cut that bitch off &#128528;,plot twist take lot cut bitch,1
RT @LikeJordanGAF: Pity parties are trash &amp; I don't throw them .,pity partie trash dont throw,2
"RT @Likea_BOSS_x3: After a long day at work, bitch wunna rest her feet on me lol &#128514;&#128129;&#128524;&#128176; http://t.co/2rhN5HpASb",long day work bitch wunna rest feet lol,1
"RT @LikwidCyance: As a fat nigga, I ain't ever gotten a broad off anything but the content of my character... Don't no bitches think im sex&#8230;",fat nigga aint ever gotten broad anyth content character dont bitche think sex,1
"RT @LilBro___: ""pussy""&#128514;&#128557;&#128557; https://t.co/X4f6VA7g5q",pussy,1
RT @LilFrenchy__: corny sex being having you wanna kill that bitch right then &amp; there &#128514;&#128553;&#128545;,corny sex wanna kill bitch right,1
RT @LilGrim_4DaFame: im just a average nigguh who chasin his money &amp; dreams while tryin stay out of trouble,average nigguh chasin money dream tryin stay trouble,1
RT @LilHakBeatz: &#8220;@ReturnOfTheMarc: I'ma beat with pussy up like Ray Rice. Hit it with a left. I don't need a right. #remix #tosoon&#8221; http:/&#8230;,ima beat pussy like ray rice hit left dont ne right remix tosoon,1
RT @LilReese300: @trippygalll @StoneCold__ bum ass bitch u look like a hype Thot ass u a hot ready dirty ho &#128514;,bum ass bitch look like hype thot ass hot ready dirty,1
RT @LilReese300: @trippygalll dats how u drop it dum ho ask about me b4 yu jump on my dick ho or reed about me yu cluck ass Thot,dat drop dum ask jump dick re cluck ass thot,1
RT @LilReese300: Bitches gone do wat bitches do...#300,bitche gone wat bitche,1
RT @LilReese300: Errday I take chances real street nigga shit take chances by fuckin wit u nothin ass hoes sumtime lol...#300,errday take chance real street nigga shit take chance fuckin wit nothin ass hoe sumtime lol,1
RT @LilReese300: I ain't chasin no hoes I got asthma lol...#300,aint chasin hoe got asthma lol,1
RT @LilReese300: Ion feel dese nihhas or bitches...#300,ion feel dese nihha bitche,1
RT @LilReese300: Rip blood money shoryy was a rider blew dat 50 at shy glizzy bitch ass in his own city yea yea...#300,rip blood money shoryy rider blew dat shy glizzy bitch ass city yea yea,1
RT @LilReese300: This bitch must b from Jojo world &#128514;&#128564;&#128561;,bitch must jojo world,1
RT @LilTreProd: Why bitches brag about being crazy like that's cute? That's like a nigga bragging about how abusive he is,bitche brag crazy like that cute that like nigga bragg abusive,1
RT @LilTunechi: Eddie Lacy rookie of the year! Well deserved The green &amp; yellow bumble bee bekuz if he hit ya it's gon sting!Green Bay all&#8230;,eddie lacy rookie year well deserv green yellow bumble bee bekuz hit gon stinggreen bay,2
RT @LilTunechi: Pik taken by Biebz! Shout out my nig Jereme Rogers http://t.co/B1yhx9zuSV,pik taken biebz shout nig jereme roger,1
RT @LilTy___: Who do bitches take me for? &#128514;&#128514;&#128514;,bitche take,1
RT @Lil_A47: @Vonteeeeee typical coon activity,typical coon activity,0
RT @Lilbyrdy: If you only star tweets in hopes that you will magically get pussy...good luck and keep it up.,star tweet hope magical get pussygood luck keep,1
RT @LiloNoSnitch_: &#128514;&#128514;&#128514;bitch bye&#128530;,bitch bye,1
RT @LilyBean1313: And I thought I had a problem! #Oreos http://t.co/jfrBKzE1T5,thought problem oreo,2
RT @LinnyKravtiz: The Mona Lisa could've been a bad bitch http://t.co/dj3oDVDAP0,mona lisa couldve bad bitch,1
"RT @Lion_Heart__: &#8220;@FinallyGotANude: ""hippie dressed Tumblr bitches Smoke a blunt and all of a sudden they're the most abstract thinkers of&#8230;",hippie dress tumblr bitche smoke blunt sudden theyre abstract thinker,1
"RT @Lipe_the_Great: Had to charge my ipod. 
Fuck the redskins.",charge ipod fuck redskin,1
RT @Lipe_the_Great: Holy fucking shit. Why is a game against a third string qb redskins team so gut wrenching,ho fuck shit game third str redskin team gut wrench,1
RT @Lipe_the_Great: Is everyone on the redskins lathered in oil? What the fuck?,everyone redskin lather oil fuck,1
"RT @Lipe_the_Great: That fucking San Francisco game man. Wish that trash ass garbage team never ""won."" I pray that they meet in the fucking&#8230;",fuck san francisco game man wish trash ass garbage team never pray meet fuck,1
"RT @LipstickYoda: Call my son ""nigger"": even respectable white ppl will be uncomfortable w/ you. Call him ""thug"":you probably can get off w&#8230;",call son nigger even respectable white ppl uncomfortable call thugyou probab get,1
RT @Lipstickjovie_: &#8220;@BeyonceHair: That bitch cut me off.&#8221; Lmfaooooooooooo,bitch cut lmfaooooooooooo,1
"RT @LissetElisa: Juan likes black girls monday - wednesday, spanish girls thursday &amp; friday, &amp; white bitches on the weekend tbb",juan like black girl monday wednesday spanish girl thursday friday white bitche weekend tbb,1
RT @LittleKeee_: why do bitches hate on another bitch relationship &#128129;,bitche hate another bitch relationship,1
RT @LittleMissAriee: after bitches get da dick they be dickmatized!,bitche get dick dickmatiz,1
RT @LittleSavage_: oml i never questioned my nigga ab another bitch &amp; if the nigga ever said some shit like that! that nigga lied.,oml never question nigga another bitch nigga ever said shit like nigga li,1
RT @LiveAndUncut: Good pussy takes your mind off the struggles and stresses of everyday life,good pussy take mind struggle stresse everyday life,1
RT @LiveAndUncut: It's a lot easier to let go of a girl if you find out she's been giving the pussy out like goodie bags at a birthday bash.,lot easier let girl find she giv pussy like goodie bag birthday bash,1
RT @LiveAndUncut: When I say Tainted I don't necessarily mean hoe or scandalous. It could be a number of things.,say taint dont necessari mean hoe scandalou could number thing,2
"RT @LiveAndUncut: if you really wanna please your man, seeing him pleased Gon turn you on. but you know, bitches aint really what they clai&#8230;",real wanna please man see pleas gon turn know bitche aint real clai,1
RT @LiveAndUncut: the weeknds fans are all the same person to me. half hoe/A quarter gothic/ a quarter hipster,weeknd fan person half hoea quarter gothic quarter hipster,1
RT @Liveitupjersey: @1SleepingGiant @bad_boy_six That's what I call the bitch and block! If you fuck with someone stay and fight! She hit t&#8230;,that call bitch block fuck someone stay fight hit,1
RT @Liveitupjersey: @1SleepingGiant @ccass357 The only thing that cunt talked about was me crying about the traffic jam. Knows nothing abou&#8230;,th cunt talk cry traffic jam know noth abou,1
RT @Liveitupjersey: @ccass357 @1SleepingGiant trash him for name calling? Read your Shit to me Bitch! That's all you got!!!!,trash name call read shit bitch that got,1
RT @LivingLegend10: &#8220;@_herLIPStho: &#8220;@keepupwithle: She got the body of a faggot . http://t.co/XkyO6DrMsH&#8221; &#128553;&#128557;&#8221;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;,got body faggot,1
RT @Livlopezzz: Let me make this clear I don't need no fucking body! I don't need none of you whack ass hoes too be friend &#128564;,let make clear dont ne fuck body dont ne none whack ass hoe friend,1
"RT @LizardLickTowin: - @CMchatLIVE #CMchat why do U think its so hard for""hick hop""2get major air time on most stations #cmchat when it's w&#8230;",cmchat think hard forhick hopget major air time station cmchat,2
RT @Lizeth0714: NC's weather is seriously fucken retarded. How is it gonna be 40 something today and almost 80 Saturday,ncs weather serious fucken retard gonna someth today almost saturday,1
RT @LizzardJurado: @b10oreo YESSS it's that one! Ooze! This nigguh! &#128514;&#128514; http://t.co/7DBMDas6Om,yess one ooze nigguh,1
RT @Lmao: When I make the paper ball into the trash can. &#128240;&#127936;&#128168; http://t.co/VjeGtjEP3X,make paper ball trash,2
RT @Lmao: When you eat food that's too hot and start breathing like a retarded dragon.,eat food that hot start breath like retard dragon,2
RT @LmaoSoFunny: Kicked the soul outta dis bitch https://t.co/5xWHYdP7U8,kick soul outta dis bitch,1
RT @LoQueEllasSaben: Amo a esa gente que me odia.. http://t.co/8Zr3e0YsoE,amo esa gente que odia,2
RT @Log_Popz: If you love her hide your bitch so you keep shorty,love hide bitch keep shorty,1
RT @LoganWarner12: These hoes ain't loyal,hoe aint loyal,1
"RT @Lonely_Dad: and if you ain't a ho, get up out my trap house",aint get trap house,1
RT @LongLiveChris__: Project hoes &#8220;@Willie_D_HOE: When Bitches Get That Income Tax They Do Shit Like This http://t.co/EDShCLcjRk&#8221;,project hoe bitche get income tax shit like,1
RT @LongestMonday: I aint got no problem chicks goin on vacay to the states to be hoes. Just declare ya AIDS at the border when ya come back,aint got problem chick goin vacay state hoe declare aid border come back,1
RT @LonnieDukes: CHILL!!!! RT @Marcus_Supreme: Tweet you don't like bitches wit short hair ya mentions gon be full of this http://t.co/HaK&#8230;,chill tweet dont like bitche wit short hair mention gon full,1
RT @LookinnnAss: - you a pussy I see yo whiskers!,pussy see whisker,1
"RT @LorenaSGonzalez: I am a California State Assemblywoman, but remain a proud @Teamsters #unionmember -- celebrating #LaborDay weekend ho&#8230;",california state assemblywoman remain proud unionmember celebrat laborday weekend,2
RT @LorenzoLuciano: Females always complaining about some shit niggas ain't doing right ....like bitches don't have flaws,female alway complain shit nigga aint right like bitche dont flaw,1
RT @LosBeOnIt: Anyone and everyone can have my ex. Fuck that hoe.,anyone everyone fuck hoe,1
RT @LosBeOnIt: Lmaoooo RT @cqminaj: When you break up with your bf and you gotta pull out your old hoe moves like http://t.co/w9ctZKcXCJ,lmaoooo break gotta pull old hoe move like,1
"RT @LosBeOnIt: Sex on 1st date dont mean you a hoe, waiting 90 days wont make you a wife, cute pics dont mean y'all happy, having a title d&#8230;",sex date dont mean hoe wait day wont make wife cute pic dont mean yall happy title,1
RT @LosBeOnIt: That guy who you're so into and who is constantly an asshole to you doesn't give a damn about you beyond ur pussy,guy youre constant asshole doesnt give damn beyond pussy,1
RT @LouieVRee: Dyke bitches walk around proud with their pregnant girlfriend like they got her pregnant,dyke bitche walk around proud pregnant girlfriend like got pregnant,1
RT @LouieVRee: Eating pussy is dangerous bitches be trying to snap your fucking neck,eat pussy dangerou bitche try snap fuck neck,1
RT @LouieVRee: I need a ride or die bitch! http://t.co/tb1TMSVTrQ,ne ride die bitch,1
RT @LouieVRee: If that nigga Santa come to the hood niggas gonna rob him for his sleigh and his ho ho hoes,nigga santa come hood nigga gonna rob sleigh hoe,1
RT @LouieVRee: Just cause i liked a photo from 32 weeks ago don't mean i'm stalking you bitch you just don't look as good as you used to,cause lik photo week ago dont mean stalk bitch dont look good us,1
RT @LouieVRee: Lord help this bitch http://t.co/cr8yfMKtMG,lord help bitch,1
RT @LouieVRee: This bitch feet been through 20 years of slavery http://t.co/mElJYA6qSP,bitch feet year slavery,1
RT @LouieVRee: Weed louder than a Darkskin bitch in the club,we louder darkskin bitch club,1
RT @LouieVRee: Well damn girl you a bad bitch now http://t.co/wU0ARD7YIF,well damn girl bad bitch,1
RT @LouieVRee: When a bitch reads your message but doesn't respond http://t.co/T4Xjyp2m7Z,bitch read message doesnt respond,1
RT @Lovablee_Tyy: Im a bitch when Im hungry !,bitch hungry,1
RT @LoveAmari_x: I would never be with someone that's afraid to tell niggas and bitches we're together. I look like a secret? Fuck outta h&#8230;,would never someone that afraid tell nigga bitche together look like secret fuck outta,1
RT @LoveLifeEst13: @West305 u look like an all black persian rug. . with no designs on that bitch and couple nut stains dingy boy,look like black persian rug design bitch couple nut stain dingy boy,1
RT @LoveMe_AshMarie: I wish it was appropriate to go around slapping bitches when they say stupid shit,wish appropriate around slapp bitche say stupid shit,1
RT @Love_Zykerria: If he Can't hear that pussy Smacking then it ain't Wet enough!,cant hear pussy smack aint wet enough,1
"RT @LovelyMariiee: ""@GinaSanabria_: Exes swear they can do better, then you see their next bitch ..... &#128514;&#128514;&#128514;&#128553;&#128553;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;""",exe swear better see next bitch,1
